date,ltp
2021-01-22 12:23:00,31641.05
2021-01-22 12:24:00,31644.75
2021-01-22 12:25:00,31666.9
2021-01-22 12:26:00,31627.45
2021-01-22 12:27:00,31618.3
2021-01-22 12:28:00,31600.0
2021-01-22 12:29:00,31610.5
2021-01-22 12:30:00,31607.15
2021-01-22 12:31:00,31584.05
2021-01-22 12:32:00,31616.1
2021-01-22 12:33:00,31605.4
2021-01-22 12:34:00,31595.15
2021-01-22 12:35:00,31585.15
2021-01-22 12:36:00,31601.0
2021-01-22 12:37:00,31567.35
2021-01-22 12:38:00,31571.55
2021-01-22 12:39:00,31579.55
2021-01-22 12:40:00,31577.7
2021-01-22 12:41:00,31548.9
2021-01-22 12:42:00,31563.05
2021-01-22 12:43:00,31542.05
2021-01-22 12:44:00,31522.95
2021-01-22 12:45:00,31518.6
2021-01-22 12:46:00,31540.55
2021-01-22 12:47:00,31539.3
2021-01-22 12:48:00,31543.15
2021-01-22 12:49:00,31546.4
2021-01-22 12:50:00,31514.85
2021-01-22 12:51:00,31519.1
2021-01-22 12:52:00,31500.05
2021-01-22 12:53:00,31463.05
2021-01-22 12:54:00,31437.05
2021-01-22 12:55:00,31427.95
2021-01-22 12:56:00,31447.8
2021-01-22 12:57:00,31456.25
2021-01-22 12:58:00,31423.25
2021-01-22 12:59:00,31413.5
2021-01-22 13:00:00,31372.75
2021-01-22 13:01:00,31366.85
2021-01-22 13:02:00,31347.7
2021-01-22 13:03:00,31336.3
2021-01-22 13:04:00,31361.4
2021-01-22 13:05:00,31398.45
2021-01-22 13:06:00,31371.9
2021-01-22 13:07:00,31384.45
2021-01-22 13:08:00,31370.6
2021-01-22 13:09:00,31359.15
2021-01-22 13:10:00,31338.35
2021-01-22 13:11:00,31304.3
2021-01-22 13:12:00,31311.25
2021-01-22 13:13:00,31298.5
2021-01-22 13:14:00,31273.45
2021-01-22 13:15:00,31315.95
2021-01-22 13:16:00,31317.5
2021-01-22 13:17:00,31348.45
2021-01-22 13:18:00,31370.25
2021-01-22 13:19:00,31383.0
2021-01-22 13:20:00,31424.5
2021-01-22 13:21:00,31421.4
2021-01-22 13:22:00,31385.05
2021-01-22 13:23:00,31355.7
2021-01-22 13:24:00,31379.65
2021-01-22 13:25:00,31355.0
2021-01-22 13:26:00,31362.0
2021-01-22 13:27:00,31394.5
2021-01-22 13:28:00,31386.5
2021-01-22 13:29:00,31386.6
2021-01-22 13:30:00,31358.15
2021-01-22 13:31:00,31320.15
2021-01-22 13:32:00,31307.85
2021-01-22 13:33:00,31316.3
2021-01-22 13:34:00,31324.15
2021-01-22 13:35:00,31315.05
2021-01-22 13:36:00,31326.3
2021-01-22 13:37:00,31279.75
2021-01-22 13:38:00,31243.3
2021-01-22 13:39:00,31213.3
2021-01-22 13:40:00,31170.7
2021-01-22 13:41:00,31182.4
2021-01-22 13:42:00,31190.35
2021-01-22 13:43:00,31171.35
2021-01-22 13:44:00,31193.15
2021-01-22 13:45:00,31193.7
2021-01-22 13:46:00,31246.4
2021-01-22 13:47:00,31246.1
2021-01-22 13:48:00,31261.85
2021-01-22 13:49:00,31200.5
2021-01-22 13:50:00,31232.3
2021-01-22 13:51:00,31199.7
2021-01-22 13:52:00,31191.55
2021-01-22 13:53:00,31190.05
2021-01-22 13:54:00,31187.0
2021-01-22 13:55:00,31224.7
2021-01-22 13:56:00,31227.05
2021-01-22 13:57:00,31228.3
2021-01-22 13:58:00,31195.95
2021-01-22 13:59:00,31157.5
2021-01-22 14:00:00,31196.05
2021-01-22 14:01:00,31216.9
2021-01-22 14:02:00,31214.7
2021-01-22 14:03:00,31233.3
2021-01-22 14:04:00,31276.5
2021-01-22 14:05:00,31321.45
2021-01-22 14:06:00,31354.9
2021-01-22 14:07:00,31275.5
2021-01-22 14:08:00,31254.05
2021-01-22 14:09:00,31246.1
2021-01-22 14:10:00,31215.3
2021-01-22 14:11:00,31223.9
2021-01-22 14:12:00,31206.15
2021-01-22 14:13:00,31219.7
2021-01-22 14:14:00,31201.65
2021-01-22 14:15:00,31253.25
2021-01-22 14:16:00,31211.25
2021-01-22 14:17:00,31223.2
2021-01-22 14:18:00,31234.6
2021-01-22 14:19:00,31236.8
2021-01-22 14:20:00,31246.9
2021-01-22 14:21:00,31247.75
2021-01-22 14:22:00,31222.85
2021-01-22 14:23:00,31236.85
2021-01-22 14:24:00,31247.9
2021-01-22 14:25:00,31258.75
2021-01-22 14:26:00,31287.8
2021-01-22 14:27:00,31297.4
2021-01-22 14:28:00,31316.4
2021-01-22 14:29:00,31330.5
2021-01-22 14:30:00,31417.9
2021-01-22 14:31:00,31381.4
2021-01-22 14:32:00,31337.2
2021-01-22 14:33:00,31344.2
2021-01-22 14:34:00,31282.85
2021-01-22 14:35:00,31199.25
2021-01-22 14:36:00,31205.85
2021-01-22 14:37:00,31199.1
2021-01-22 14:38:00,31211.55
2021-01-22 14:39:00,31174.55
2021-01-22 14:40:00,31252.0
2021-01-22 14:41:00,31232.05
2021-01-22 14:42:00,31225.55
2021-01-22 14:43:00,31197.35
2021-01-22 14:44:00,31214.5
2021-01-22 14:45:00,31200.85
2021-01-22 14:46:00,31192.35
2021-01-22 14:47:00,31215.2
2021-01-22 14:48:00,31208.1
2021-01-22 14:49:00,31222.45
2021-01-22 14:50:00,31213.95
2021-01-22 14:51:00,31237.05
2021-01-22 14:52:00,31232.1
2021-01-22 14:53:00,31240.5
2021-01-22 14:54:00,31240.0
2021-01-22 14:55:00,31220.5
2021-01-22 14:56:00,31257.1
2021-01-22 14:57:00,31302.45
2021-01-22 14:58:00,31272.45
2021-01-22 14:59:00,31276.25
2021-01-22 15:00:00,31214.35
2021-01-22 15:01:00,31206.25
2021-01-22 15:02:00,31146.65
2021-01-22 15:03:00,31151.1
2021-01-22 15:04:00,31149.15
2021-01-22 15:05:00,31171.15
2021-01-22 15:06:00,31182.1
2021-01-22 15:07:00,31199.75
2021-01-22 15:08:00,31201.3
2021-01-22 15:09:00,31192.75
2021-01-22 15:10:00,31206.45
2021-01-22 15:11:00,31214.25
2021-01-22 15:12:00,31190.3
2021-01-22 15:13:00,31163.5
2021-01-22 15:14:00,31176.05
2021-01-22 15:15:00,31200.55
2021-01-22 15:16:00,31196.35
2021-01-22 15:17:00,31196.15
2021-01-22 15:18:00,31195.45
2021-01-22 15:19:00,31200.5
2021-01-22 15:20:00,31175.05
